user,film,rating
4617,1817,2.123806069519087
20154,3393,1.680844881913111
15547,6643,0.08905444102257631
1387,5706,1.7183935962695873
1294,3575,4.1993037090336545
17533,7135,3.9129820202462557
20639,3475,4.97025305635091
4605,2143,4.406626069464895
6686,5563,2.258656172255993
8079,6698,2.857085490837499
12486,1366,4.353799540117816
6027,5699,0.7737808125987822
8160,2395,2.7828269790197773
20159,8559,4.370470541191605
19696,3229,4.68432998276162
12440,475,2.065574570656397
10494,6627,2.9924624977657635
8943,5362,4.577320717765343
4353,7122,4.40999916708132
14299,8257,3.6650584984733845
2884,6740,3.330316619091942
6790,6755,2.368290567865538
18630,5517,2.690993804670789
13618,3327,1.8488314665401029
7502,1916,2.147550825130428
12273,2427,3.5073604034864987
16873,3450,4.588206373134981
19832,6884,2.162573845348468
23537,1657,0.42663057328368836
24127,7257,0.5692584123741534
2520,8458,4.379522124937223
18625,7304,1.6381524740143893
11397,160,1.5972096769525834
16270,657,3.8671035993118235
12011,2093,3.3051020060564062
23269,7967,0.7913477066497143
729,5830,4.7587251493119815
12680,1340,3.300794546603986
614,5912,2.372639602494267
23865,693,1.6547704248682211
12755,3781,4.104102249408485
11826,2636,4.649459621751046
22029,6616,0.5585822144197261
23576,7181,3.900957988094071
10632,4004,1.2508194108596533
6474,8307,0.3592169572661741
17140,1698,0.7697059662848199
24042,5227,3.2166904821215567
17938,8215,1.0362579991713257
15424,5567,2.1447636928759866
12347,5384,0.8775786279872966
20550,457,0.42276611318562474
3941,7490,4.815859674151971
8424,5989,3.5583417268145396
11423,1555,1.1573591110603094
15745,5015,2.449150029440244
6673,3166,4.0034755903835215
14070,1940,4.004697905608879
15377,4261,2.1151664200560276
10649,914,0.03317232329769493
22385,6420,4.068368030191985
13297,7794,3.232410132062877
11677,5133,2.6073229488858822
19776,7590,3.1750406902091317
23109,5266,0.7632971332420058
21259,2220,0.06610542054745538
18065,5946,3.5762301282587265
18664,2965,3.1642264557649176
22557,7506,0.08172186910146817
21315,6975,2.836442784363073
1726,5849,0.011585566154585503
5489,5632,4.334728941392388
15679,7699,2.15980877953666
11283,6501,0.7908227961959907
8359,8701,0.09861726824127337
12693,8543,1.360263672841076
18993,688,1.6509312874128352
14125,5094,0.5857121390934417
22545,3280,0.3793513415608146
9411,804,2.05902692480283
12361,5325,4.690849834675325
16562,1280,2.6264487204914477
7598,2087,2.096156360706232
8649,2128,2.0182746422861744
17746,947,1.6832943662338722
17060,1268,0.8630007649139088
18518,8119,3.8625228283390998
3285,8690,0.820841795365308
9675,6279,2.9387186686896394
11454,62,3.7014269148731325
4686,6655,0.7160536448856991
17348,1017,1.992337026257533
1971,7624,2.456031839895001
1154,1004,0.27029597698796204
19030,4491,1.9565528143772544
12572,1454,4.778729140602171
23968,7172,0.40351460490703706
12916,7167,0.9871737256403035
13593,2264,2.2384112204208013
7013,6239,2.4999799974247288
16291,868,2.8902969151088165
16037,6873,0.6967480211316379
14743,7489,1.2050175166861927
119,8791,4.904230203358463
14116,1292,0.7232750763315604
14557,516,4.074726200868478
19665,5770,2.820164301048138
16921,7514,1.1436134445690844
18026,5707,2.912669618151224
13535,4403,0.3649350898478465
15389,4109,1.5582787556462123
21931,5226,3.9338866296199972
17367,1262,0.7128358299675186
10089,2490,2.7579816540790816
22583,6410,1.3846588412766607
22565,4870,3.308383101348276
19779,8035,4.648907590166532
8103,993,2.814324955791894
16008,8377,3.3761010889748673
16452,4263,2.8697234869871484
7265,4758,2.444538775332321
23540,5540,1.4106304196790371
7533,5690,4.3637735162842795
24411,1099,2.1617349210849857
2516,7225,3.4349581417871002
2663,4540,1.0209789191448486
21624,75,3.491985838778205
2557,7191,3.0482970297582668
8113,2406,3.050160633556853
750,3219,1.3793142878712328
17973,3467,2.1057044941484526
16566,5722,1.8866770246300235
20589,8252,0.8008080031218029
15321,599,1.8593088019739246
22861,466,0.5291110963447054
20379,3406,1.4626987204582647
21853,4914,0.4453967605459025
1490,3461,4.246410187293232
6022,1184,0.3337237461025
20453,5385,0.13755275411808543
2177,4913,4.16181265751168
22137,4040,0.7713832026045869
14045,956,2.744487108226835
15477,8360,1.4271067052097446
8998,4389,2.267974935148003
