user,film,rating
10791,8231,1.1159287300830167
23097,3314,2.717868920822718
21666,1286,0.646175394834993
2103,6569,2.359125755706815
9525,34,2.749574092774126
2440,4626,1.535231408917338
1726,3537,0.5820142250559568
22021,4297,2.23768771948232
18856,7140,3.153920456730334
19200,5560,3.110592778260467
24759,570,0.07654468293567529
9349,4829,3.6774088001851366
9438,7124,2.270525046322676
24403,5882,0.4305701295859443
20365,986,2.5252583573075786
12468,8044,2.7587455830245045
18167,5434,3.6514170289424936
17379,1106,2.804979621236267
13873,761,4.029333419523699
6564,5764,2.0115662537576053
14777,2720,1.013657052188307
21580,3909,3.872277955590906
6253,2303,2.1239491399694357
18748,3570,1.4508708061474784
4485,5372,3.5018331410578774
22657,8037,0.33029931969315196
7773,4928,3.7607238756681127
11595,8690,2.4959224954513886
9696,6943,1.2060209350875506
10003,5040,4.519963707595235
5646,4082,2.5531257545936876
18681,6048,1.4464364717658134
322,821,3.364982615219276
1914,2803,0.0191432064456587
1964,5764,4.009806859809255
674,3262,4.15869421466297
24277,4121,0.8394946668060932
22764,4170,0.19282094676546568
16916,5195,4.735965415572791
13268,2305,2.868891299794956
7323,4823,3.718458791465107
24440,991,4.4733414825965685
15672,7164,3.1104252093270652
17909,4857,4.5999931313528375
3058,2450,0.11947609680924176
12850,7832,2.616643446345951
1521,5764,3.186962428520445
349,7191,4.435212234209557
22096,4650,2.037722924895038
8744,5620,3.589744857532221
11302,1672,1.191102884763563
24065,1778,4.373526660805394
19431,1353,4.100911044898519
14936,3548,2.4676021934590713
19813,4836,3.660704200571846
21556,2118,0.5325847172480219
15605,1057,1.8379333559849975
11963,7521,0.7725456207139897
217,2420,4.512287142299991
13921,3570,1.4084512145499066
14278,2400,0.9338303164896355
12691,474,3.3270925861897016
14279,3934,2.808439306321741
23591,5280,1.4057283523826953
6391,3583,1.3150952397390485
16060,4015,3.1830228319805927
12945,2264,1.30129011272213
18908,4174,2.0987292027613895
17793,3863,1.4344821102610923
10539,6998,3.6524599807939073
20499,5776,1.3305402477751844
7224,6943,2.589052391155535
24411,5475,3.4316142848139073
3462,230,4.696751388317922
6567,1246,2.0408815434065857
7511,464,1.9833156439362587
16662,7535,1.565512345027718
3015,718,0.4885980133709733
18500,6394,1.3688504397834471
15162,5338,3.866460461033922
7301,2353,2.122059139042886
15885,1591,4.393217969356866
5899,1350,0.8301275072188674
20399,8011,1.0206088423906063
6816,693,0.196849946003132
6830,3349,2.101702894337973
22798,2270,1.3416916658754747
20945,668,0.3438323239732016
9848,6232,2.481425842935621
48,7110,1.4511843275714305
353,3875,2.34753023644974
10351,79,2.4202126916065456
18599,1420,4.299569032362031
4908,7803,3.2276122909826075
10379,8572,0.9922784377441302
2606,1250,0.3548660316669805
10334,786,1.2960775291903226
23350,6822,3.646904100875396
14449,6099,2.974198709159465
2143,8118,0.6509101095226966
23609,6023,0.32092840139651246
17739,350,1.7700176715207343
21845,5575,0.8114777792496408
1753,2400,2.355996593701944
3609,7494,2.911084321344809
16983,1662,4.564490313961774
10223,7747,2.4027805106858686
6922,7344,3.72412105266614
9133,6581,3.135951924016624
9511,7791,3.629825864893129
2104,5491,2.3793471457081043
8208,2601,4.937062100045154
6557,3587,0.43176741023383536
5348,6036,1.7404856179317578
15212,2756,3.20348441240385
18824,3125,4.289784888063961
11251,5632,4.82646972362414
15438,7802,4.022817787541363
4812,1727,4.9697316043419235
21175,6700,1.6973754388039137
20324,8108,1.1175939300684608
21708,3946,2.2094654706816823
6029,2288,1.6062453359428082
11625,7203,4.0789563643040125
19075,3803,4.397052135880013
24396,3324,4.313432584370851
21704,8454,2.332295416678613
3860,5081,1.3052701008508776
22204,6966,3.7615919520132755
13673,1989,2.906320305344498
24866,3225,2.4212325964104373
17739,7987,2.047789788591639
23162,2493,2.5345739357429298
2430,424,0.8294660258880393
22259,2345,4.846308363522899
6760,4691,4.372640049614027
4337,5670,0.3406366097694563
4163,3354,4.659641650324351
6797,371,1.0527383562539616
11073,6935,0.9592975663302772
1608,8294,0.8412000259523417
11311,2807,3.531444694978343
13550,1979,4.238155802112652
18532,4378,4.088131687658148
17572,257,4.899561401981693
7017,5309,1.428835309588559
18417,2920,4.55059771385433
20569,7549,3.5083145882253337
4628,5707,2.2752734240439665
1365,6122,3.064562757977777
16241,3034,1.3354249100329885
19365,1932,0.2890223416123
20888,8220,3.6575457322517737
23584,2636,3.760817838600971
5538,2081,1.698588831486637
15227,7103,2.737602378690643
7954,8258,4.849515598052587
7696,3141,1.3620759704318504
7360,3276,2.675809484023265
4207,7746,3.2975998300909346
22612,1611,2.088941285004251
303,5001,2.0927298511535533
23673,983,2.772131814205481
19228,1775,4.543178310168918
8027,1105,3.6915306598420754
11926,7615,1.9791815973666071
7107,6080,3.685997875643319
2760,4753,3.3642394208633486
13241,8587,4.085707746530644
14715,1312,3.8008222971035748
20078,1059,0.9365803750100155
4655,6945,0.24317085955734896
10994,5179,3.1095609821498265
11855,3646,1.7257403602415855
14054,8417,2.408905518322468
20344,4912,4.035291687773304
9792,6305,0.4843813826202481
423,298,4.030243908972705
8394,6226,4.522962871486266
2272,358,3.624760863090569
13329,1194,2.7108807945940234
7509,1,2.425753044139066
2858,3232,1.0983726418679896
24735,8309,4.283614733691206
9993,3695,2.947556217754145
7399,7632,2.7159483620251534
518,4643,1.6654813655618284
1591,2952,0.44022064471677225
16852,3610,0.8931446994843811
7410,1856,4.071644756217927
7180,2613,2.8612979536375294
647,8457,1.2487428221290013
19461,3412,1.1545378005824947
13852,5264,4.571402474576438
13535,2390,2.8339177540397427
22210,734,0.36049411540767407
12129,2828,0.20318561151546177
21065,3619,1.565513079928182
2469,5633,4.128375979603102
4647,1382,1.2376305379107215
8762,2145,1.9821348931561145
2101,7127,3.7431566946904575
19140,3489,1.170071574169781
19297,3260,3.486783785028145
3316,6068,1.0426479217813185
20907,1408,2.264150497299596
1255,5700,0.6961660178138962
24824,6493,3.2667281539076516
10654,6896,4.762247300798966
9717,4251,1.7014846020346592
1890,4038,2.4471254174956614
4616,5692,2.9419235820914698
22538,549,3.978901322434219
23836,2335,1.8793526362591035
24798,7964,0.8892388986742833
23075,2085,0.09346275615695288
5922,7433,1.2338242983129182
6050,3989,4.336123118701247
8731,1054,1.059887147081216
2278,7041,4.629383523213325
15128,2488,1.017063652897745
18277,1617,4.913939035272831
10614,4390,1.4893715980372146
8542,4896,0.3979167764746172
14293,1219,3.9640614233559965
10172,7803,3.6639412543082943
10265,2595,1.280619399154479
12641,2337,0.6778283833040372
23487,804,2.7929781399242897
11437,4147,2.3792108215125216
10553,4581,3.751115580178634
7313,3878,4.168475690871229
7470,8222,4.50365195025783
17516,3489,1.8976522896406682
1047,5749,4.099208974336765
22450,1352,1.0139537164024088
22166,3648,0.17491641987254947
22594,950,1.7732669928760063
12092,1984,1.2512265160543627
11728,1291,1.6861906090494971
23687,125,1.857277900020145
3302,2814,1.9472892180818302
7868,3615,3.608695543841737
14715,1196,0.662300290736928
3384,3146,2.5257245587029518
11717,7992,2.3847258587339057
15257,1642,1.0675818654458586
10534,3763,3.553117811657561
19957,7442,1.5192629915847018
9523,2033,0.3702030041879034
