user,film,rating
2418,4091,4.790786066542033
12561,1744,2.5138675311014023
1577,5624,0.10742815244126014
12060,6978,0.8516336710779127
16244,7265,4.394379032734081
16466,8773,3.8588000167510543
11441,750,2.837813873437096
24430,7818,3.035704814550806
24719,2589,1.075878958308869
13696,5532,1.6418388139992208
6451,6988,4.221518638117316
14759,4356,0.41391266893736345
14394,4462,2.0010943865743154
7765,988,3.4113797369079153
24112,7032,4.880006407993947
23208,7700,4.026048640254442
6318,5295,1.6119881044066449
8105,4634,1.2508839945743881
19182,1869,2.6087236201887447
10557,1746,3.7404487641596673
12058,7832,3.97372718768992
21823,4843,4.471486252732964
8762,1136,1.664259000446176
1983,3395,0.5044986826828202
20187,7994,0.4442560978727905
5061,2163,3.50856995408974
669,3589,0.5094149139711573
14275,8689,2.513679935490181
21540,1510,2.503849009410863
5811,2994,4.188672743288319
23015,7877,0.08276302413745273
20970,4040,0.9486329583728026
10371,8487,4.266739591048195
9580,3006,4.802974516217043
20702,2353,4.6760146419944295
53,4866,3.055595737294288
20448,4142,2.613531082756469
15529,8044,3.0859960877224317
21041,836,1.7682803260400122
17569,2451,3.6739904026416093
20330,5521,0.8695652940198162
14431,2945,4.712286066819994
2164,3437,1.0431717415245005
9966,6938,4.994624331881943
17958,5395,4.774563023367041
2768,6132,1.0068259353786768
14807,409,2.230252513360116
13057,3416,1.9395663749767196
5649,8691,4.750480508005413
18353,2376,4.234721941460171
5684,1616,1.0205532267832362
20181,3150,3.3784884023894586
24189,4802,1.3506080864296703
24523,8470,4.362697974074024
16180,2291,1.9765035400223647
11336,5134,2.8299745578889985
24104,7192,2.9337912466781657
22818,8130,1.0558969377386047
12004,1004,1.2968462067629116
6382,5726,3.8930919577421115
11497,2324,3.687339448748681
22433,3736,3.5802527078243482
19991,4244,4.788071322936402
13869,4092,2.2626937083366876
5664,245,0.2564396037104827
16365,2656,3.76880669361407
24930,8734,3.6145258436121788
16356,466,3.0857110367946197
2828,5367,2.2537187643381573
4720,5688,1.1637388774787798
1847,2452,2.7714501690099196
5122,4788,2.4201526832253553
5795,4544,1.888930185557306
705,4624,4.395818231993224
7513,3135,1.5393415280640166
17828,3089,0.013992798632030401
5283,4158,1.278823523617696
16920,3570,2.7381996567582636
7574,5121,3.8500174437881696
21683,7767,4.561061296198764
18908,2187,2.6688205357923893
19849,579,1.1464188672131654
21614,1609,3.5161643859812948
15802,4044,3.0197309041041547
22966,1987,2.5127376657845826
15646,21,3.509031944259695
23852,1710,1.5299623713419785
22358,5304,0.6830106743743453
6850,2965,4.928109460278819
6532,4056,1.7098360288667598
15149,7378,4.475753341789435
7178,2459,0.32887074796249416
8591,5990,0.13633115319434896
17864,3421,4.167507777061818
13095,2214,1.9236049797924832
17682,4744,1.1144408877425231
13272,2305,4.091282614512637
20270,2727,0.6866586437205863
24588,8672,4.915807064254655
6084,3437,3.9364368598038495
7868,5309,2.0269016329033125
9424,7120,0.8994198380525298
22353,4886,2.421840572428171
13397,2540,1.1157289514745805
18648,3397,2.2973785610425503
4569,2841,4.5045387887578
876,5430,1.7434777903874188
7847,8613,3.5538706943662097
2760,7749,0.168544979734791
18753,3430,3.1887562715565396
24109,6822,3.0302094910699355
20348,6546,0.0511383207690852
11624,5643,3.356370630547044
18396,4220,1.359903411396885
14764,5233,1.9596718350746511
869,6867,0.40494870052733445
23095,4169,4.225178610672761
15805,2821,1.268372476286455
19976,2538,1.7357610861637895
20172,6648,3.7694732153763377
