user,film,rating
14268,3308,3.000119767640385
3166,3594,2.943124178127561
204,2713,1.6559849824514123
24938,6860,1.8799247794451823
5340,3155,4.793948861093659
16340,8044,2.3354260045238724
12046,3688,0.020605275493175146
7397,2830,4.704195682770662
3342,8676,2.892673975543679
19086,3770,2.9870463659093267
16213,3281,4.057812499153329
6313,7181,2.741360778614739
24144,6501,3.7649200504602405
17585,7505,0.1829640013019007
7155,5307,3.439632249831979
23930,4032,4.6323623253655954
2263,35,3.2840536911087796
18553,8587,3.599883145015758
17019,5075,3.7526125079585455
17174,975,4.492062874364961
3297,2666,3.628889457534954
2768,5404,2.375184706928989
16398,3125,2.51433315659849
15124,621,2.623307982320791
14777,3297,3.4813211431038686
10110,1607,2.072806704146362
8947,3826,1.5737432105702225
12952,3281,4.864818502556574
9532,2867,4.310781836894451
14631,3942,1.7266148086085797
7254,7758,1.3139997141129696
4715,888,0.2064144743249352
21639,29,1.9021979840054826
21197,1858,1.2946643707995609
558,3874,3.5100857517565283
7485,649,0.6590380711106381
11082,3723,2.091769050976597
9807,1149,3.967357753018898
6958,1458,3.675018912977955
15545,7260,1.2765427816930845
16721,3560,3.0999009499574837
7435,1716,4.6649763786845835
16870,8447,4.151646275002027
8796,7557,1.2620285700136509
3733,4581,4.772751478749984
16336,2319,1.8086359581298757
5503,27,3.423208882076809
18136,5510,0.15353174428501426
21971,4663,4.155559377416325
21427,3999,0.5336386767725826
11296,7434,1.5128336168421253
10889,5547,3.2064480959448027
12632,1989,4.994052240711126
11423,1177,2.204876965613699
15973,8528,0.042163175071811
5973,4166,3.05278774895387
21118,2821,0.6817556259358609
17236,3413,0.8621244240739051
13279,7442,4.4890515317048525
4125,6579,2.548004477940772
22294,5708,2.5997328257943737
7710,1611,1.1829329900941676
8442,793,3.677903199048971
18123,201,2.453610976709818
19273,4994,2.371671436909356
22980,901,4.973425339187489
16839,1794,4.552558852924092
19255,675,1.4289373033266677
9958,5871,1.437388105898532
24130,8347,2.89208858871518
7969,3910,0.3665290209132921
24710,2786,3.4577528526347527
7291,6839,4.885724070229603
17804,8519,4.272581142298025
11822,2589,0.3575331576297719
4675,6154,4.861389807369646
21837,8276,1.0017117378594387
21445,8599,3.9842004573801164
19719,5653,0.6475205111176269
12758,3258,0.7123813566356096
9790,439,4.18532972994981
7806,152,4.2165755553174735
2006,7525,4.847337970717721
24705,4180,2.8147361795882935
23359,2396,3.6689723548765003
20792,7731,4.928557622089091
15049,4221,4.813546254389577
15937,4187,1.1553695848774441
9547,2368,1.763761799107952
10311,1903,0.38675999705791997
17251,7542,4.946288728489158
11176,7973,3.9352405900991343
10016,3114,3.777012151329424
5336,5292,2.3154953246733943
13985,3689,0.6801720289099894
12468,5775,4.657869418973241
16045,3170,4.573803481054953
866,5179,2.77628858383373
14039,6722,0.4179933346544018
5548,4849,4.9601342491218015
21779,7027,3.378346508227725
13026,6978,2.4990103419323124
22435,5651,3.8150663128062834
21427,5264,4.594008651475364
8198,5830,4.61240543193072
5462,8538,4.983361550951911
9255,6662,4.526434865195461
16500,2253,2.741819685737532
13630,3552,1.8827107829217427
17035,1143,1.7719911946878701
24375,2069,3.102992641786429
12885,3951,0.38657512680349504
16484,7039,4.751968677868063
3510,4078,4.670137520472439
19231,2346,2.7678820253309286
14217,6143,2.8986359922041243
21222,3967,3.672128567496333
9485,6292,3.1702055007648506
19783,3353,3.4725402119390076
6533,6751,0.7385648197252126
3106,1277,1.2507470032985073
8933,192,1.9995641705143252
22226,3178,0.9396802102016849
6865,3704,1.9368886226369626
4120,2695,2.897877772233466
14352,861,4.044789331953856
3470,1856,4.577355636850587
16904,5861,0.03843222496924037
13778,5939,0.25266009099180753
6128,1513,4.776729215484576
14097,1911,2.577613984021406
9782,6665,1.5738999427093836
14846,4069,2.629767667397166
7803,5707,3.7342117830514643
21334,6195,3.113950459818488
15061,5436,3.8480472345504073
2264,127,3.8131490449227217
17375,7183,2.212233638581581
21762,4993,0.45012069737020766
4226,5821,4.102032232670182
24160,7888,3.9690625763996836
3895,5187,2.850310514913211
1572,2686,3.4172281993740787
21975,3791,3.6275851266443233
5880,8226,0.8164370412596134
21076,4912,3.3362271886263084
3857,279,3.4958685425478193
13976,737,3.033255933407071
8996,3934,0.27778003143977437
16923,6756,0.7031002102421507
9103,667,0.9803961949344836
12933,99,4.002851485820368
18131,1922,1.6617803985201678
17729,7208,0.21771472519006851
8053,4514,1.809207357442122
8309,1324,0.9221202760389957
7013,4909,3.034181058679037
18338,5205,4.291014410078738
21754,3949,1.4450032535025055
15317,1399,4.6926329696131805
10318,3845,1.3007534996428682
19881,2010,3.0658554324503746
21777,4591,3.8393768752970407
3143,5584,4.474212610789872
4669,2631,2.6837758912086778
7131,432,3.630170175805332
16705,6837,2.9236880392848925
18136,4142,3.319457821442286
16682,4584,2.2455846526013006
2789,1598,0.1897057287711329
3615,3686,4.2959762563062975
22061,4606,4.127274088793641
11514,7989,0.37324597975727736
18769,6036,4.513072080236661
20152,1657,1.894806703238166
8160,2798,0.13886542831443915
6954,4533,2.242608956049799
1349,2539,1.6881355593288978
5008,8417,0.218649467311125
5234,7287,0.7110453819377194
20206,718,4.4194787760131575
8216,2374,1.1836654804667512
14318,1404,2.7834708605651115
5712,5700,2.0810078982570723
